# Constructed from biom file																																			
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas	0.005011722	0.006050181	0.008881651	0.001034959	0	1.41E-05	0.011519545	0.007061447	0.001803891	0.000594013	0.000113623	6.67E-05	0.007969539	0.001409787	0.000227531	0	0	0.000142946	0.000259413	3.20E-05	8.49E-06	1.76E-05	1.81E-05	0.000317104	0.000198576	5.91E-05	1.28E-05	2.76E-05	5.55E-05	1.66E-05	0.000161079	0.000132952	0	0.000115123	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga	0.000203867	0.001763488	0.00182244	0.014523919	0.001236543	0.004542633	0.000163723	0.000442447	0.001352918	0.027677469	0.000863538	0.00069207	0.000177101	0.001192897	0.025255973	0.000275592	0.000624922	0.000129	5.94E-05	0.000361956	0.00019516	0.001615289	0.000343958	5.16E-05	4.58E-05	0.000150411	0.00074119	0.003557677	0.000435102	0.000265226	0	0.000731237	0	0.0018036	2.87E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophagaceae_unclassified	0.000526656	0.001027389	0.001123472	0.000229991	0.000145476	0.000239828	0.000622147	0.0008318	0.000450973	0.000176439	0.000295421	0.000125073	0.000460462	0.00084045	0	0	6.25E-05	2.09E-05	0.000394524	3.20E-05	0.000449717	0.002102509	0.000380164	1.47E-05	0.00084395	6.98E-05	0.000134181	0.001187734	0.000302865	1.66E-05	0.000759371	6.65E-05	0.000159642	0.000518055	0.000195318
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter	0.000322789	0.000606199	0.000585523	0	0	1.41E-05	0.00157174	0.000513238	6.44E-05	0	2.27E-05	8.34E-06	0.001345967	2.71E-05	0	0	0	1.39E-05	0.00034048	0	0	0	6.03E-06	2.58E-05	0.000110745	3.22E-05	3.19E-05	0	4.27E-06	0	0.000207101	0.000132952	0	0	1.72E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum	0.000849444	0.002302769	0.001913928	0.001885925	0.001891184	0.001297895	0.002796388	0.001875973	0.000386548	0.000799859	0.00663561	0.001317435	0.001664748	0.000271113	0.001137656	0.00140858	0.000874891	0.001561944	0.002686007	0.004417139	0.016317076	0.003055003	0.009956673	0.007894426	0.002077414	0.003840844	0.005923133	0.001541292	0.007836095	0.001375858	0.000644315	0.000930665	0.001915709	0.001746038	0.003912107
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter	0.001087289	0.005152691	0.007889922	0.000120745	7.27E-05	1.41E-05	0.004165111	0.002990939	0.001675042	1.76E-05	6.82E-05	2.50E-05	0.003364916	0.001192897	0	0	0	0.000125513	0.000837688	0.000182579	2.55E-05	2.19E-05	1.81E-05	0.000623147	0.000767574	0.000333052	1.92E-05	1.10E-05	7.68E-05	3.32E-05	0.000506248	0.000132952	0	5.76E-05	0.000155106
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Filimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-06	1.70E-05	0.000377486	0	0	0	0	0	0.00012706	4.27E-06	0	0	0	0	3.84E-05	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter	0	0	2.20E-05	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter	0.000543644	0.001062816	0.003337481	6.90E-05	0	1.41E-05	0.001080571	0.000566332	0.000901946	1.76E-05	0	8.34E-05	0.000690693	0.001111563	0	3.06E-05	0.000124984	8.02E-05	0.005193668	0.001543917	1.70E-05	0.000127292	0.000470679	0.000405599	0.012716525	0.000988413	7.67E-05	4.42E-05	0.000379647	3.32E-05	0.007547691	0.000797713	0	0.000115123	0.002217435
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.003788522	0.021504318	0.038871405	0.007204462	0.002836776	0.002694543	0.009659653	0.021148945	0.006378044	0.003905193	0.006135666	0.000908864	0.015549455	0.006913379	0.004323094	0.002235355	0.001499813	0.000610135	0.01045219	0.006069963	0.001493398	0.014221567	0.011549741	0.001854692	0.011467785	0.00418464	0.00059423	0.005259175	0.005707509	0.000762524	0.008145983	0.003988566	0.000159642	0.00581373	0.002872325
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea	0.000118922	0.001444643	0.00083803	0.00025299	7.27E-05	0	0.000333995	0.001274246	0.000579822	0.000211727	2.27E-05	1.67E-05	0.000194811	5.42E-05	0.000227531	0	0.000187477	0	2.16E-05	3.20E-06	8.49E-06	0.002067394	0.000440507	1.11E-05	4.20E-05	5.37E-06	1.92E-05	0.001475	0.000400976	1.66E-05	0	6.65E-05	0	0.001439042	6.89E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Lacibacter	0.003414767	0.016540572	0.008724292	4.02E-05	0	2.82E-05	0.011460605	0.011061164	0.001997165	1.76E-05	0.000136348	6.67E-05	0.007880988	0.001518232	0.000227531	0	0.000124984	3.49E-05	0.00063232	1.92E-05	1.70E-05	2.19E-05	1.21E-05	1.11E-05	0.000244402	1.61E-05	1.92E-05	2.21E-05	0.000102377	0.000116036	9.20E-05	0.000199428	0	7.67E-05	2.87E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella	0.0067276	0.009651947	0.010671156	0.018893744	0.006182717	0.009268664	0.011591583	0.004973099	0.011982992	0.021660883	0.002590615	0.00212624	0.007066324	0.007265826	0.013879408	0.001316716	0.002374703	0.000331216	0.000945777	0.005419724	0.007517904	0.003542224	0.004266284	0.000475657	0.000645373	0.002723508	0.003961535	0.002994194	0.003054243	0.000331532	0.000276135	0.005783421	0.000319285	0.002436778	0.001212121
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas	0	0.000236181	1.46E-05	0.000620975	0.000436427	0.000423227	3.27E-05	0.000212374	0	0.000523437	0.00222702	0.000391895	5.31E-05	8.13E-05	0.000227531	0.000979882	0.000499938	1.05E-05	1.08E-05	3.20E-06	8.49E-06	0	0	3.69E-06	0	0	6.39E-06	0	8.53E-06	0	2.30E-05	6.65E-05	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter	0.000101933	0.001239952	0.00075752	5.75E-06	0	0	0.000124429	0.000530936	0.000128849	2.35E-05	0	0	0.000159391	8.13E-05	0	0	0	3.49E-06	3.78E-05	0	0	2.19E-05	0	7.37E-06	1.91E-05	1.61E-05	6.39E-06	5.52E-06	0	0	4.60E-05	0	0	3.84E-05	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea	1.70E-05	8.66E-05	4.76E-05	2.30E-05	0	0	7.86E-05	0	0	2.94E-05	0	0	0.000106261	5.42E-05	0	0	0	6.97E-06	5.40E-06	3.20E-06	0	3.07E-05	0	0	7.64E-06	5.37E-06	6.39E-06	1.10E-05	8.53E-06	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia	3.40E-05	0.000149582	0.000581863	0.001793928	0.001236543	0.002398285	0.000471522	5.31E-05	0.000128849	0.00272893	0.002522441	0.002326357	0.000407332	0.000433781	0.003868032	0.002633432	0.00343707	9.41E-05	0.000156729	0.000541332	0.003419543	0.000127292	0.000941358	0.001135676	0.001069257	0.000692963	0.003156449	9.94E-05	0.001403416	0.000232072	0.00092045	0.001462474	0.000798212	0.000268621	0.001068505
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium	3.40E-05	0.000110218	2.56E-05	2.87E-05	0	1.41E-05	4.58E-05	3.54E-05	0	2.94E-05	0	1.67E-05	7.08E-05	0.00021689	0	3.06E-05	0	0.000411405	0.00082688	0.001713684	0	2.19E-05	3.02E-05	0.003174732	0.000817218	0.001192542	2.56E-05	5.52E-06	5.97E-05	0.000348109	0.000759371	0.000132952	0	3.84E-05	6.32E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter	0	0.000279481	0.000182976	0.000287489	0.000436427	0.000451442	9.82E-05	0.000123885	6.44E-05	0.000211727	0.000249972	9.17E-05	3.54E-05	0	0	3.06E-05	0.000124984	3.49E-06	5.40E-06	6.41E-06	8.49E-06	6.15E-05	0	0	3.82E-06	0	0	0	0	4.97E-05	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella	1.70E-05	0.000102345	0.000182976	0.000132245	0.000581903	0	6.55E-06	0	0.000128849	0.000117626	6.82E-05	0	0	5.42E-05	0.000227531	0.000122485	0	3.49E-06	1.62E-05	0	8.49E-06	0.00077253	1.21E-05	0	7.64E-06	0	0	0.001955617	4.27E-06	0	0	0	0	0.001899536	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas	0.000628589	0.002287023	0.003172802	0.000448482	0.000145476	1.41E-05	0.002233181	0.001999858	0.000644247	0.000258778	2.27E-05	2.50E-05	0.002302311	0.00084045	0	0.000122485	0	0	0.00029184	9.61E-06	8.49E-06	5.27E-05	5.43E-05	4.06E-05	0.000737024	2.15E-05	1.92E-05	5.52E-05	6.83E-05	6.63E-05	0.000529259	0.000199428	0	7.67E-05	4.60E-05
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UTBCD1	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	3.20E-06	0	4.39E-06	1.21E-05	3.69E-06	7.64E-05	1.07E-05	0	0	8.53E-06	0	0.000161079	0	0	1.92E-05	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured	0.001274167	0.004066257	0.002912977	0.003081877	0.001236543	0.001199142	0.004034133	0.003769645	0.000579822	0.001540905	0.005453926	0.001033936	0.00405561	0.001328453	0.002047782	0.001500444	0.001062367	6.28E-05	0.000383715	0.000377971	0.000992771	0.002023501	0.005304191	0.000254421	0.000821037	0.000574784	0.000357816	0.000911517	0.004295562	6.63E-05	0.000759371	0.000797713	0.000159642	0.000767489	0.001028292
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagales_unclassified;Chitinophagales_unclassified	0	2.36E-05	7.32E-06	0	0	9.88E-05	6.55E-06	1.77E-05	6.44E-05	0	0.000318146	2.50E-05	0	0	0	6.12E-05	0	0	0	0	1.70E-05	0.000100956	6.03E-06	0	0	0	0	8.84E-05	2.13E-05	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella	0	0	0	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	0	0	0	0	0	0	6.55E-06	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	0.000594611	0.001582416	0.001174705	2.87E-05	0	0	0.002671958	0.003822738	0.000515398	3.53E-05	4.54E-05	3.34E-05	0.002390862	0.000298224	0.000227531	0	6.25E-05	6.97E-06	4.86E-05	3.20E-06	0	4.39E-06	0	3.69E-06	0.000198576	1.61E-05	1.28E-05	5.52E-06	4.69E-05	3.32E-05	0.000138068	0	0.000159642	0	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;uncultured_ge	3.40E-05	0.00024799	0.000128083	7.47E-05	7.27E-05	0	5.89E-05	7.08E-05	6.44E-05	1.76E-05	0.000159073	0	0	0	0	0	0	0	5.94E-05	0	0.000415776	0.000232637	8.45E-05	0	8.78E-05	5.37E-06	1.28E-05	7.18E-05	7.68E-05	0	4.60E-05	0	0	1.92E-05	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;Candidatus_Amoebophilus	0	2.76E-05	1.10E-05	0	0	0	1.31E-05	0	0	5.88E-06	9.09E-05	1.67E-05	1.77E-05	0	0	0.000183728	0.000187477	0	5.40E-06	1.28E-05	0	8.78E-06	6.03E-06	3.69E-05	2.29E-05	0.000102064	0	1.10E-05	8.53E-06	0	4.60E-05	0	0	0	1.72E-05
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus	0.000322789	0.000405445	0.000585523	0	0	0	0.000137527	0.00024777	0	0	0	0	8.86E-05	2.71E-05	0.000227531	0	0	3.49E-06	5.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacteriaceae_unclassified	0	1.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Mariniradius	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-05	0	0	0	0	0	0	0	0	0	0	7.37E-06	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga	0.0001529	0.002259469	5.86E-05	0.000684223	0.009528659	0.00126968	0.000412582	0.000672519	6.44E-05	1.00E-04	0.020293149	0.000958893	0.000265651	0.000135556	0.000682594	0.002357841	0.000999875	0.002987916	0.049510087	0.000925709	1.70E-05	0.000460884	4.22E-05	0.00258477	0.007904867	0.000419001	0.000868982	9.94E-05	0.000375382	0.000281802	0.00110454	0.000199428	0.002713921	0.000767489	0.000241275
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophagaceae_unclassified	3.40E-05	0.000133836	7.32E-06	0	0	0	3.27E-05	0	0	0	0	8.34E-06	1.77E-05	0	0	0	6.25E-05	6.28E-05	1.08E-05	0	0	0.000127292	0.000331889	0.000855445	2.29E-05	5.37E-06	0	0.000480618	0.001156005	0.000215496	0	0.000199428	0	0.001151234	0.000287233
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga	1.70E-05	7.48E-05	0.00053063	5.75E-06	0	0	6.55E-06	1.77E-05	0	0	0	0	3.54E-05	2.71E-05	0	0	0	0	5.40E-06	0	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga	5.10E-05	0.000385763	5.49E-05	0.000471481	0.00305499	0.001946843	0.001434213	0.000424749	0.000322123	0.00075869	0.020770367	0.00633703	0.002213761	0.000406669	0.000910125	0.003705178	0.006499188	0.003702645	0.000351289	0.000874459	0.000135763	0.005381371	0.003216307	0.007345024	0.000316958	0.004909834	0.000479218	0.006076777	0.008198679	0.002287571	0.001150563	0.002791996	0.002075351	0.00830807	0.003119345
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.000288811	1.18E-05	0.000537949	0	0	1.41E-05	0.000176821	0	0.000128849	0	0	0	0.000212521	2.71E-05	0	0	0	0	5.40E-06	0	0	0	0	0	0	5.37E-06	0	0	0	0	0	0	0.000159642	0	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter	3.40E-05	6.69E-05	0.000102467	1.72E-05	0	0	5.89E-05	1.77E-05	0	1.18E-05	0	0	0	0.000406669	0.000910125	9.19E-05	6.25E-05	3.49E-06	3.24E-05	0	0	2.19E-05	4.83E-05	0	3.82E-06	1.07E-05	0	1.10E-05	8.53E-06	1.66E-05	9.20E-05	0.000132952	0.000319285	1.92E-05	2.87E-05
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter	1.70E-05	0	4.39E-05	0	0	0	3.27E-05	0	0	0	0	0	1.77E-05	5.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea	0.000492678	0.00136198	0.001884652	0.000103496	0	0	0.002305219	0.002460003	0.001546193	8.82E-05	0	3.34E-05	0.002780483	0.001979124	0	0	0	6.97E-06	5.40E-05	3.20E-06	0	7.02E-05	0	0	1.91E-05	1.61E-05	0	7.18E-05	2.13E-05	0	0	0	0.000159642	1.92E-05	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Flexibacter	0	9.84E-05	3.66E-06	0	0	0	8.51E-05	7.08E-05	0	0	0	0	0	0	0	0	0	0	5.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;OLB12	5.10E-05	6.69E-05	3.66E-05	0	0	0	0.000255408	0.000318562	0	0	0	0	0.000425042	5.42E-05	0	0	0	0	0	3.20E-06	0	0	0	0	3.82E-06	0	0	0	4.27E-06	0	0	0	0.000159642	0	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia	0.003635622	0.011801198	0.00562102	0.000402484	0	0	0.011106963	0.008848931	0.002190439	0.000488149	0.000522668	4.17E-05	0.005773488	0.001816457	0.000682594	0	0	5.23E-05	0.000151324	1.60E-05	8.49E-06	0.000759361	3.02E-05	2.95E-05	2.67E-05	1.07E-05	2.56E-05	0.000187828	3.41E-05	0.000132613	0	0	0.000798212	0.000134311	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;uncultured	0.002769189	0.007640469	0.001778526	0.000580727	0.002254873	0.002313639	0.017610038	0.008477276	0.000901946	0.000429336	0.001931599	0.001484199	0.012113699	0.001138674	0.000227531	0.000888018	0.001749781	9.41E-05	0.000248604	9.61E-06	8.49E-06	0.000105345	0.000114653	4.42E-05	4.58E-05	1.07E-05	1.28E-05	7.18E-05	0.000520416	1.66E-05	0.000253124	0	0.000319285	0.000671553	0.000166595
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter	0.001036322	0.000645563	0.001701676	0.000149494	0	0	0.000523913	8.85E-05	0	4.12E-05	0	0	7.08E-05	0.000352447	0	0	0	1.39E-05	1.62E-05	0	1.70E-05	0.000162407	1.21E-05	0	2.29E-05	0	0	2.21E-05	4.27E-06	0	2.30E-05	0	0	3.84E-05	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;uncultured	0	4.72E-05	7.32E-06	1.72E-05	0	0.0007477	0	3.54E-05	0	1.76E-05	0	0.007996331	0	0	0	0	0.001124859	6.97E-06	0	9.61E-06	8.49E-06	1.76E-05	0	7.37E-06	0	5.37E-06	0	5.52E-06	8.10E-05	0	0	0	0	5.76E-05	0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;uncultured;uncultured_ge	0	3.54E-05	0	4.60E-05	0	0	0	0	0	3.53E-05	0	0	0	0	0	3.06E-05	0	0	0	0	0	0	0	0	3.82E-06	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix	0	0.000413317	2.93E-05	0	0	0	0.000582854	0.000955685	6.44E-05	0	0	0	0.000637563	0.000244002	0	0	0	6.97E-06	5.40E-06	0	0	4.39E-06	6.03E-06	0	0	0	0	0	4.27E-06	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola	0.000169889	0.001247825	6.59E-05	2.30E-05	0	0	0.000412582	0.000212374	0.000193274	1.76E-05	0	8.34E-06	0.000318782	8.13E-05	0	6.12E-05	6.25E-05	6.97E-06	5.40E-06	3.20E-06	0	0.0007023	1.21E-05	0	0	0	1.92E-05	0.002762172	4.69E-05	0	0	0	0	0.001208795	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0.002497367	0.007002779	0.003853473	3.45E-05	0	0	0.000949593	0.001256548	0.000257699	1.76E-05	2.27E-05	8.34E-06	0.000495882	0.000271113	0	3.06E-05	6.25E-05	0.000195243	0.001464604	8.33E-05	8.49E-06	3.95E-05	6.03E-06	9.96E-05	0.000206214	2.69E-05	0	5.52E-06	3.84E-05	3.32E-05	9.20E-05	0	0	3.84E-05	2.87E-05
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge	8.49E-05	9.05E-05	4.76E-05	0	0	0	8.51E-05	0.000106187	0	5.88E-06	0	0	5.31E-05	0	0	0	0	0	0	0	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767_ge	0	3.54E-05	6.22E-05	1.15E-05	0	0	0.000130978	7.08E-05	0	5.88E-06	0	0	0.000141681	2.71E-05	0	0	0	0	5.40E-06	3.20E-06	8.49E-06	0	0	0	3.82E-06	5.37E-06	0	0	1.28E-05	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;KD3-93;KD3-93_ge	0	3.94E-06	0	0	0	1.41E-05	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobiaceae_ge	1.70E-05	7.87E-06	0	0	7.27E-05	0	4.58E-05	0	0	0	0	0	3.54E-05	0	0	0	0	3.49E-06	5.40E-06	0	0	0	6.03E-06	1.84E-05	1.15E-05	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium	0	7.87E-06	0	0	0	0	6.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group_ge	0.000237844	0.00160997	0.000259826	5.75E-05	0	1.41E-05	0.005245683	0.004530653	0.000644247	1.76E-05	0	3.34E-05	0.004994244	0.001409787	0	0.000122485	0	0.000543891	0.002205012	0.000387581	3.39E-05	0.000553061	3.02E-05	0.002179171	0.002615862	0.000284706	8.31E-05	0.00025412	6.40E-05	0.000182343	0.000575281	6.65E-05	0.000478927	0.000134311	3.45E-05
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter	3.40E-05	0.000141709	3.66E-05	0.002110166	0.000145476	0	1.31E-05	1.77E-05	0	0.000370523	0	0	0	0.000162668	0.000227531	0	0	0	0	0	0	0.000223858	6.03E-06	0	7.64E-06	0	0	4.42E-05	2.13E-05	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	0.000373756	0.000991962	0.000589182	0.006089006	0.005891766	0.005219796	0.000622147	0.00049554	0	0.002270188	0.005885695	0.000867173	0.000265651	0.000298224	0.001137656	0.002388462	0.000999875	0.001464323	0.001172764	0.001236415	0.009248888	0.000412601	0.002787869	0.003683574	0.00034369	0.000456604	0.001629341	0.000198876	0.002892146	0.000348109	6.90E-05	0.000332381	0.000159642	0.000172685	0.000700847
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter	0.000628589	0.000944726	0.001526019	0.000218491	0	0.002793296	0.001054376	0.000265468	0	0.000105864	9.09E-05	0.000350204	0.000177101	0.000352447	0	0	6.25E-05	0.000582243	5.40E-06	1.92E-05	0	2.63E-05	6.03E-06	0.00158921	2.29E-05	4.83E-05	6.39E-06	3.31E-05	8.53E-06	0.000116036	0	0	0	7.67E-05	5.74E-06
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_unclassified	0	0	0.000135402	6.90E-05	0	0	0	0	6.44E-05	5.29E-05	0	0	0	5.42E-05	0	0	0	0	5.40E-06	0	0	0	0	0	5.73E-05	0	0	0	4.27E-06	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	0	1.97E-05	3.29E-05	5.75E-06	0	1.41E-05	0	1.77E-05	0	0	0	0	0	0.003795581	0	0	0	0	2.70E-05	0	0	8.78E-06	0	0	3.82E-06	0	6.39E-06	0	8.53E-06	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriales_unclassified;Sphingobacteriales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-06	0	0	0	0	0	0.000109148
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17_ge	0.000356767	0.00072429	0.000735563	0.000189742	7.27E-05	0.000141076	0.001047827	0.000389353	0.000193274	6.47E-05	0.000431769	0.000158426	0.000478172	0.00021689	0	0.000183728	6.25E-05	4.18E-05	0.000362098	0.000137735	8.49E-06	4.39E-06	0	0.000829634	0.001634436	0.000166526	2.56E-05	5.52E-06	2.13E-05	1.66E-05	0.000230113	0	0	1.92E-05	2.87E-05
Bacteria;Bacteroidota;Bacteroidota_unclassified;Bacteroidota_unclassified;Bacteroidota_unclassified;Bacteroidota_unclassified	8.49E-05	0.000181072	0.000168338	9.20E-05	7.27E-05	2.82E-05	0.000130978	0.000265468	0.000193274	2.94E-05	0.000136348	0	3.54E-05	0.000189779	0	0.000122485	0	0	3.24E-05	0	0	3.07E-05	6.03E-06	7.37E-06	2.67E-05	5.37E-06	0	5.52E-05	4.27E-06	0	0	0	0	1.92E-05	0
